범죄대분류,범죄중분류,시도,세부지역,지역원본,발생건수
지능범죄,유가증권인지,광주,,광주,1
지능범죄,사기,광주,,광주,8249
지능범죄,횡령,광주,,광주,1666
지능범죄,배임,광주,,광주,112
풍속범죄,성풍속범죄,광주,,광주,577
풍속범죄,도박범죄,광주,,광주,102
특별경제범죄,특별경제범죄,광주,,광주,1332
마약범죄,마약범죄,광주,,광주,129
보건범죄,보건범죄,광주,,광주,431
환경범죄,환경범죄,광주,,광주,7
교통범죄,교통범죄,광주,,광주,7827
노동범죄,노동범죄,광주,,광주,9
안보범죄,안보범죄,광주,,광주,4
선거범죄,선거범죄,광주,,광주,104
병역범죄,병역범죄,광주,,광주,109
기타범죄,기타범죄,광주,,광주,5177
강력범죄,살인기수,대전,,대전,6
강력범죄,살인미수등,대전,,대전,11
강력범죄,강도,대전,,대전,17
강력범죄,강간,대전,,대전,200
강력범죄,유사강간,대전,,대전,34
강력범죄,강제추행,대전,,대전,500
강력범죄,기타강간강제추행등,대전,,대전,2
강력범죄,방화,대전,,대전,40
절도범죄,절도범죄,대전,,대전,6034
폭력범죄,상해,대전,,대전,831
폭력범죄,폭행,대전,,대전,4166
폭력범죄,체포감금,대전,,대전,31
폭력범죄,협박,대전,,대전,595
폭력범죄,약취유인,대전,,대전,2
폭력범죄,폭력행위등,대전,,대전,211
폭력범죄,공갈,대전,,대전,232
폭력범죄,손괴,대전,,대전,1696
지능범죄,직무유기,대전,,대전,33
지능범죄,직권남용,대전,,대전,51
지능범죄,증수뢰,대전,,대전,13
지능범죄,통화,대전,,대전,7
지능범죄,문서인장,대전,,대전,336
지능범죄,유가증권인지,대전,,대전,0
지능범죄,사기,대전,,대전,11734
지능범죄,횡령,대전,,대전,1456
지능범죄,배임,대전,,대전,105
풍속범죄,성풍속범죄,대전,,대전,733
풍속범죄,도박범죄,대전,,대전,181
특별경제범죄,특별경제범죄,대전,,대전,1226
마약범죄,마약범죄,대전,,대전,101
보건범죄,보건범죄,대전,,대전,303
환경범죄,환경범죄,대전,,대전,23
교통범죄,교통범죄,대전,,대전,6389
노동범죄,노동범죄,대전,,대전,21
안보범죄,안보범죄,대전,,대전,4
선거범죄,선거범죄,대전,,대전,50
병역범죄,병역범죄,대전,,대전,68
기타범죄,기타범죄,대전,,대전,5758
강력범죄,살인기수,울산,,울산,8
강력범죄,살인미수등,울산,,울산,7
강력범죄,강도,울산,,울산,10
강력범죄,강간,울산,,울산,112
강력범죄,유사강간,울산,,울산,14
강력범죄,강제추행,울산,,울산,311
강력범죄,기타강간강제추행등,울산,,울산,10
강력범죄,방화,울산,,울산,28
절도범죄,절도범죄,울산,,울산,3283
폭력범죄,상해,울산,,울산,683
폭력범죄,폭행,울산,,울산,2574
폭력범죄,체포감금,울산,,울산,35
폭력범죄,협박,울산,,울산,397
폭력범죄,약취유인,울산,,울산,5
폭력범죄,폭력행위등,울산,,울산,198
폭력범죄,공갈,울산,,울산,71
폭력범죄,손괴,울산,,울산,1079
지능범죄,직무유기,울산,,울산,18
지능범죄,직권남용,울산,,울산,19
지능범죄,증수뢰,울산,,울산,7
지능범죄,통화,울산,,울산,1
지능범죄,문서인장,울산,,울산,206
지능범죄,유가증권인지,울산,,울산,0
지능범죄,사기,울산,,울산,5615
지능범죄,횡령,울산,,울산,759
지능범죄,배임,울산,,울산,72
풍속범죄,성풍속범죄,울산,,울산,449
풍속범죄,도박범죄,울산,,울산,248
특별경제범죄,특별경제범죄,울산,,울산,794
마약범죄,마약범죄,울산,,울산,107
보건범죄,보건범죄,울산,,울산,347
환경범죄,환경범죄,울산,,울산,29
교통범죄,교통범죄,울산,,울산,5754
노동범죄,노동범죄,울산,,울산,1
안보범죄,안보범죄,울산,,울산,4
선거범죄,선거범죄,울산,,울산,50
병역범죄,병역범죄,울산,,울산,64
기타범죄,기타범죄,울산,,울산,4016
강력범죄,살인기수,세종,,세종,2
강력범죄,살인미수등,세종,,세종,3
강력범죄,강도,세종,,세종,2
강력범죄,강간,세종,,세종,26
강력범죄,유사강간,세종,,세종,6
강력범죄,강제추행,세종,,세종,73
강력범죄,기타강간강제추행등,세종,,세종,1
강력범죄,방화,세종,,세종,8
절도범죄,절도범죄,세종,,세종,1110
폭력범죄,상해,세종,,세종,119
폭력범죄,폭행,세종,,세종,400
폭력범죄,체포감금,세종,,세종,3
폭력범죄,협박,세종,,세종,86
폭력범죄,약취유인,세종,,세종,2
폭력범죄,폭력행위등,세종,,세종,25
폭력범죄,공갈,세종,,세종,25
폭력범죄,손괴,세종,,세종,250
지능범죄,직무유기,세종,,세종,26
지능범죄,직권남용,세종,,세종,21
지능범죄,증수뢰,세종,,세종,1
지능범죄,통화,세종,,세종,3
지능범죄,문서인장,세종,,세종,70
지능범죄,유가증권인지,세종,,세종,0
지능범죄,사기,세종,,세종,1528
지능범죄,횡령,세종,,세종,248
지능범죄,배임,세종,,세종,13
풍속범죄,성풍속범죄,세종,,세종,120
풍속범죄,도박범죄,세종,,세종,13
특별경제범죄,특별경제범죄,세종,,세종,169
마약범죄,마약범죄,세종,,세종,29
보건범죄,보건범죄,세종,,세종,60
환경범죄,환경범죄,세종,,세종,7
교통범죄,교통범죄,세종,,세종,1031
노동범죄,노동범죄,세종,,세종,0
안보범죄,안보범죄,세종,,세종,2
선거범죄,선거범죄,세종,,세종,14
병역범죄,병역범죄,세종,,세종,20
기타범죄,기타범죄,세종,,세종,1009
강력범죄,살인기수,경기도,고양,경기 고양,6
강력범죄,살인미수등,경기도,고양,경기 고양,8
강력범죄,강도,경기도,고양,경기 고양,4
강력범죄,강간,경기도,고양,경기 고양,63
강력범죄,유사강간,경기도,고양,경기 고양,13
강력범죄,강제추행,경기도,고양,경기 고양,241
강력범죄,기타강간강제추행등,경기도,고양,경기 고양,4
강력범죄,방화,경기도,고양,경기 고양,19
절도범죄,절도범죄,경기도,고양,경기 고양,2484
폭력범죄,상해,경기도,고양,경기 고양,267
폭력범죄,폭행,경기도,고양,경기 고양,2414
폭력범죄,체포감금,경기도,고양,경기 고양,18
폭력범죄,협박,경기도,고양,경기 고양,450
폭력범죄,약취유인,경기도,고양,경기 고양,10
폭력범죄,폭력행위등,경기도,고양,경기 고양,119
폭력범죄,공갈,경기도,고양,경기 고양,68
폭력범죄,손괴,경기도,고양,경기 고양,860
지능범죄,직무유기,경기도,고양,경기 고양,5
지능범죄,직권남용,경기도,고양,경기 고양,24
지능범죄,증수뢰,경기도,고양,경기 고양,2
지능범죄,통화,경기도,고양,경기 고양,11
지능범죄,문서인장,경기도,고양,경기 고양,182
지능범죄,유가증권인지,경기도,고양,경기 고양,2
지능범죄,사기,경기도,고양,경기 고양,5201
지능범죄,횡령,경기도,고양,경기 고양,1737
지능범죄,배임,경기도,고양,경기 고양,63
풍속범죄,성풍속범죄,경기도,고양,경기 고양,465
풍속범죄,도박범죄,경기도,고양,경기 고양,36
특별경제범죄,특별경제범죄,경기도,고양,경기 고양,956
마약범죄,마약범죄,경기도,고양,경기 고양,119
보건범죄,보건범죄,경기도,고양,경기 고양,240
환경범죄,환경범죄,경기도,고양,경기 고양,46
교통범죄,교통범죄,경기도,고양,경기 고양,3967
노동범죄,노동범죄,경기도,고양,경기 고양,21
안보범죄,안보범죄,경기도,고양,경기 고양,0
선거범죄,선거범죄,경기도,고양,경기 고양,23
병역범죄,병역범죄,경기도,고양,경기 고양,126
기타범죄,기타범죄,경기도,고양,경기 고양,3852
강력범죄,살인기수,경기도,과천,경기 과천,0
강력범죄,살인미수등,경기도,과천,경기 과천,0
강력범죄,강도,경기도,과천,경기 과천,0
강력범죄,강간,경기도,과천,경기 과천,2
강력범죄,유사강간,경기도,과천,경기 과천,0
강력범죄,강제추행,경기도,과천,경기 과천,10
강력범죄,기타강간강제추행등,경기도,과천,경기 과천,0
강력범죄,방화,경기도,과천,경기 과천,0
절도범죄,절도범죄,경기도,과천,경기 과천,212
폭력범죄,상해,경기도,과천,경기 과천,22
폭력범죄,폭행,경기도,과천,경기 과천,95
폭력범죄,체포감금,경기도,과천,경기 과천,0
폭력범죄,협박,경기도,과천,경기 과천,16
폭력범죄,약취유인,경기도,과천,경기 과천,0
폭력범죄,폭력행위등,경기도,과천,경기 과천,3
폭력범죄,공갈,경기도,과천,경기 과천,1
폭력범죄,손괴,경기도,과천,경기 과천,37
지능범죄,직무유기,경기도,과천,경기 과천,23
지능범죄,직권남용,경기도,과천,경기 과천,21
지능범죄,증수뢰,경기도,과천,경기 과천,2
지능범죄,통화,경기도,과천,경기 과천,0
지능범죄,문서인장,경기도,과천,경기 과천,17
지능범죄,유가증권인지,경기도,과천,경기 과천,1
지능범죄,사기,경기도,과천,경기 과천,260
지능범죄,횡령,경기도,과천,경기 과천,81
지능범죄,배임,경기도,과천,경기 과천,12
풍속범죄,성풍속범죄,경기도,과천,경기 과천,16
풍속범죄,도박범죄,경기도,과천,경기 과천,12
특별경제범죄,특별경제범죄,경기도,과천,경기 과천,43
마약범죄,마약범죄,경기도,과천,경기 과천,3
보건범죄,보건범죄,경기도,과천,경기 과천,16
환경범죄,환경범죄,경기도,과천,경기 과천,0
교통범죄,교통범죄,경기도,과천,경기 과천,386
노동범죄,노동범죄,경기도,과천,경기 과천,0
안보범죄,안보범죄,경기도,과천,경기 과천,0
선거범죄,선거범죄,경기도,과천,경기 과천,14
병역범죄,병역범죄,경기도,과천,경기 과천,4
기타범죄,기타범죄,경기도,과천,경기 과천,277
강력범죄,살인기수,경기도,광명,경기 광명,2
강력범죄,살인미수등,경기도,광명,경기 광명,2
강력범죄,강도,경기도,광명,경기 광명,4
강력범죄,강간,경기도,광명,경기 광명,17
강력범죄,유사강간,경기도,광명,경기 광명,3
강력범죄,강제추행,경기도,광명,경기 광명,76
강력범죄,기타강간강제추행등,경기도,광명,경기 광명,2
강력범죄,방화,경기도,광명,경기 광명,2
절도범죄,절도범죄,경기도,광명,경기 광명,932
폭력범죄,상해,경기도,광명,경기 광명,117
폭력범죄,폭행,경기도,광명,경기 광명,788
폭력범죄,체포감금,경기도,광명,경기 광명,5
폭력범죄,협박,경기도,광명,경기 광명,123
폭력범죄,약취유인,경기도,광명,경기 광명,1
폭력범죄,폭력행위등,경기도,광명,경기 광명,44
폭력범죄,공갈,경기도,광명,경기 광명,42
폭력범죄,손괴,경기도,광명,경기 광명,336
지능범죄,직무유기,경기도,광명,경기 광명,4
지능범죄,직권남용,경기도,광명,경기 광명,2
지능범죄,증수뢰,경기도,광명,경기 광명,1
지능범죄,통화,경기도,광명,경기 광명,2
지능범죄,문서인장,경기도,광명,경기 광명,35
지능범죄,유가증권인지,경기도,광명,경기 광명,0
지능범죄,사기,경기도,광명,경기 광명,1467
지능범죄,횡령,경기도,광명,경기 광명,319
지능범죄,배임,경기도,광명,경기 광명,14
풍속범죄,성풍속범죄,경기도,광명,경기 광명,142
풍속범죄,도박범죄,경기도,광명,경기 광명,11
특별경제범죄,특별경제범죄,경기도,광명,경기 광명,238
마약범죄,마약범죄,경기도,광명,경기 광명,28
보건범죄,보건범죄,경기도,광명,경기 광명,59
환경범죄,환경범죄,경기도,광명,경기 광명,9
교통범죄,교통범죄,경기도,광명,경기 광명,928
노동범죄,노동범죄,경기도,광명,경기 광명,1
안보범죄,안보범죄,경기도,광명,경기 광명,0
선거범죄,선거범죄,경기도,광명,경기 광명,10
병역범죄,병역범죄,경기도,광명,경기 광명,18
기타범죄,기타범죄,경기도,광명,경기 광명,1218
강력범죄,살인기수,경기도,광주,경기 광주,0
강력범죄,살인미수등,경기도,광주,경기 광주,3
강력범죄,강도,경기도,광주,경기 광주,1
강력범죄,강간,경기도,광주,경기 광주,18
강력범죄,유사강간,경기도,광주,경기 광주,2
강력범죄,강제추행,경기도,광주,경기 광주,81
강력범죄,기타강간강제추행등,경기도,광주,경기 광주,0
강력범죄,방화,경기도,광주,경기 광주,5
절도범죄,절도범죄,경기도,광주,경기 광주,978
폭력범죄,상해,경기도,광주,경기 광주,130
폭력범죄,폭행,경기도,광주,경기 광주,1181
폭력범죄,체포감금,경기도,광주,경기 광주,9
폭력범죄,협박,경기도,광주,경기 광주,230
폭력범죄,약취유인,경기도,광주,경기 광주,1
폭력범죄,폭력행위등,경기도,광주,경기 광주,36
폭력범죄,공갈,경기도,광주,경기 광주,38
폭력범죄,손괴,경기도,광주,경기 광주,542
지능범죄,직무유기,경기도,광주,경기 광주,2
지능범죄,직권남용,경기도,광주,경기 광주,3
지능범죄,증수뢰,경기도,광주,경기 광주,1
지능범죄,통화,경기도,광주,경기 광주,3
지능범죄,문서인장,경기도,광주,경기 광주,64
지능범죄,유가증권인지,경기도,광주,경기 광주,0
지능범죄,사기,경기도,광주,경기 광주,1911
지능범죄,횡령,경기도,광주,경기 광주,349
지능범죄,배임,경기도,광주,경기 광주,25
풍속범죄,성풍속범죄,경기도,광주,경기 광주,122
풍속범죄,도박범죄,경기도,광주,경기 광주,19
특별경제범죄,특별경제범죄,경기도,광주,경기 광주,344
마약범죄,마약범죄,경기도,광주,경기 광주,34
보건범죄,보건범죄,경기도,광주,경기 광주,120
환경범죄,환경범죄,경기도,광주,경기 광주,42
교통범죄,교통범죄,경기도,광주,경기 광주,2328
노동범죄,노동범죄,경기도,광주,경기 광주,4
안보범죄,안보범죄,경기도,광주,경기 광주,0
선거범죄,선거범죄,경기도,광주,경기 광주,9
병역범죄,병역범죄,경기도,광주,경기 광주,42
기타범죄,기타범죄,경기도,광주,경기 광주,1453
강력범죄,살인기수,경기도,구리,경기 구리,1
강력범죄,살인미수등,경기도,구리,경기 구리,1
강력범죄,강도,경기도,구리,경기 구리,1
강력범죄,강간,경기도,구리,경기 구리,15
강력범죄,유사강간,경기도,구리,경기 구리,1
강력범죄,강제추행,경기도,구리,경기 구리,38
강력범죄,기타강간강제추행등,경기도,구리,경기 구리,0
강력범죄,방화,경기도,구리,경기 구리,3
절도범죄,절도범죄,경기도,구리,경기 구리,478
폭력범죄,상해,경기도,구리,경기 구리,54
폭력범죄,폭행,경기도,구리,경기 구리,426
폭력범죄,체포감금,경기도,구리,경기 구리,2
폭력범죄,협박,경기도,구리,경기 구리,60
폭력범죄,약취유인,경기도,구리,경기 구리,2
폭력범죄,폭력행위등,경기도,구리,경기 구리,21
폭력범죄,공갈,경기도,구리,경기 구리,5
폭력범죄,손괴,경기도,구리,경기 구리,183
지능범죄,직무유기,경기도,구리,경기 구리,4
지능범죄,직권남용,경기도,구리,경기 구리,6
지능범죄,증수뢰,경기도,구리,경기 구리,1
지능범죄,통화,경기도,구리,경기 구리,1
지능범죄,문서인장,경기도,구리,경기 구리,36
지능범죄,유가증권인지,경기도,구리,경기 구리,0
지능범죄,사기,경기도,구리,경기 구리,749
지능범죄,횡령,경기도,구리,경기 구리,268
지능범죄,배임,경기도,구리,경기 구리,13
풍속범죄,성풍속범죄,경기도,구리,경기 구리,98
풍속범죄,도박범죄,경기도,구리,경기 구리,4
특별경제범죄,특별경제범죄,경기도,구리,경기 구리,143
마약범죄,마약범죄,경기도,구리,경기 구리,27
보건범죄,보건범죄,경기도,구리,경기 구리,53
환경범죄,환경범죄,경기도,구리,경기 구리,7
교통범죄,교통범죄,경기도,구리,경기 구리,1360
노동범죄,노동범죄,경기도,구리,경기 구리,0
안보범죄,안보범죄,경기도,구리,경기 구리,0
선거범죄,선거범죄,경기도,구리,경기 구리,16
병역범죄,병역범죄,경기도,구리,경기 구리,25
기타범죄,기타범죄,경기도,구리,경기 구리,878
강력범죄,살인기수,경기도,군포,경기 군포,2
강력범죄,살인미수등,경기도,군포,경기 군포,0
강력범죄,강도,경기도,군포,경기 군포,0
강력범죄,강간,경기도,군포,경기 군포,23
강력범죄,유사강간,경기도,군포,경기 군포,0
강력범죄,강제추행,경기도,군포,경기 군포,59
강력범죄,기타강간강제추행등,경기도,군포,경기 군포,0
강력범죄,방화,경기도,군포,경기 군포,6
절도범죄,절도범죄,경기도,군포,경기 군포,753
폭력범죄,상해,경기도,군포,경기 군포,119
폭력범죄,폭행,경기도,군포,경기 군포,549
폭력범죄,체포감금,경기도,군포,경기 군포,1
폭력범죄,협박,경기도,군포,경기 군포,88
폭력범죄,약취유인,경기도,군포,경기 군포,0
폭력범죄,폭력행위등,경기도,군포,경기 군포,10
폭력범죄,공갈,경기도,군포,경기 군포,38
폭력범죄,손괴,경기도,군포,경기 군포,249
지능범죄,직무유기,경기도,군포,경기 군포,6
지능범죄,직권남용,경기도,군포,경기 군포,3
지능범죄,증수뢰,경기도,군포,경기 군포,2
지능범죄,통화,경기도,군포,경기 군포,2
지능범죄,문서인장,경기도,군포,경기 군포,22
지능범죄,유가증권인지,경기도,군포,경기 군포,1
지능범죄,사기,경기도,군포,경기 군포,1207
지능범죄,횡령,경기도,군포,경기 군포,200
지능범죄,배임,경기도,군포,경기 군포,9
풍속범죄,성풍속범죄,경기도,군포,경기 군포,120
풍속범죄,도박범죄,경기도,군포,경기 군포,12
특별경제범죄,특별경제범죄,경기도,군포,경기 군포,382
마약범죄,마약범죄,경기도,군포,경기 군포,14
보건범죄,보건범죄,경기도,군포,경기 군포,50
환경범죄,환경범죄,경기도,군포,경기 군포,0
교통범죄,교통범죄,경기도,군포,경기 군포,785
노동범죄,노동범죄,경기도,군포,경기 군포,1
안보범죄,안보범죄,경기도,군포,경기 군포,1
선거범죄,선거범죄,경기도,군포,경기 군포,11
병역범죄,병역범죄,경기도,군포,경기 군포,18
기타범죄,기타범죄,경기도,군포,경기 군포,751
강력범죄,살인기수,경기도,김포,경기 김포,1
강력범죄,살인미수등,경기도,김포,경기 김포,4
강력범죄,강도,경기도,김포,경기 김포,2
강력범죄,강간,경기도,김포,경기 김포,34
강력범죄,유사강간,경기도,김포,경기 김포,3
강력범죄,강제추행,경기도,김포,경기 김포,97
강력범죄,기타강간강제추행등,경기도,김포,경기 김포,1
강력범죄,방화,경기도,김포,경기 김포,7
절도범죄,절도범죄,경기도,김포,경기 김포,1461
폭력범죄,상해,경기도,김포,경기 김포,122
폭력범죄,폭행,경기도,김포,경기 김포,1200
폭력범죄,체포감금,경기도,김포,경기 김포,11
폭력범죄,협박,경기도,김포,경기 김포,178
폭력범죄,약취유인,경기도,김포,경기 김포,4
폭력범죄,폭력행위등,경기도,김포,경기 김포,44
폭력범죄,공갈,경기도,김포,경기 김포,55
폭력범죄,손괴,경기도,김포,경기 김포,514
지능범죄,직무유기,경기도,김포,경기 김포,3
지능범죄,직권남용,경기도,김포,경기 김포,6
지능범죄,증수뢰,경기도,김포,경기 김포,1
지능범죄,통화,경기도,김포,경기 김포,4
지능범죄,문서인장,경기도,김포,경기 김포,74
지능범죄,유가증권인지,경기도,김포,경기 김포,0
지능범죄,사기,경기도,김포,경기 김포,1829
지능범죄,횡령,경기도,김포,경기 김포,659
지능범죄,배임,경기도,김포,경기 김포,37
풍속범죄,성풍속범죄,경기도,김포,경기 김포,174
풍속범죄,도박범죄,경기도,김포,경기 김포,23
특별경제범죄,특별경제범죄,경기도,김포,경기 김포,420
마약범죄,마약범죄,경기도,김포,경기 김포,62
보건범죄,보건범죄,경기도,김포,경기 김포,72
환경범죄,환경범죄,경기도,김포,경기 김포,7
교통범죄,교통범죄,경기도,김포,경기 김포,2739
노동범죄,노동범죄,경기도,김포,경기 김포,0
안보범죄,안보범죄,경기도,김포,경기 김포,0
선거범죄,선거범죄,경기도,김포,경기 김포,6
병역범죄,병역범죄,경기도,김포,경기 김포,45
기타범죄,기타범죄,경기도,김포,경기 김포,2240
강력범죄,살인기수,경기도,남양주,경기 남양주,3
강력범죄,살인미수등,경기도,남양주,경기 남양주,5
강력범죄,강도,경기도,남양주,경기 남양주,6
강력범죄,강간,경기도,남양주,경기 남양주,40
강력범죄,유사강간,경기도,남양주,경기 남양주,5
강력범죄,강제추행,경기도,남양주,경기 남양주,118
강력범죄,기타강간강제추행등,경기도,남양주,경기 남양주,0
강력범죄,방화,경기도,남양주,경기 남양주,11
절도범죄,절도범죄,경기도,남양주,경기 남양주,1420
폭력범죄,상해,경기도,남양주,경기 남양주,242
폭력범죄,폭행,경기도,남양주,경기 남양주,1241
폭력범죄,체포감금,경기도,남양주,경기 남양주,13
폭력범죄,협박,경기도,남양주,경기 남양주,216
폭력범죄,약취유인,경기도,남양주,경기 남양주,2
폭력범죄,폭력행위등,경기도,남양주,경기 남양주,58
폭력범죄,공갈,경기도,남양주,경기 남양주,54
폭력범죄,손괴,경기도,남양주,경기 남양주,563
지능범죄,직무유기,경기도,남양주,경기 남양주,13
지능범죄,직권남용,경기도,남양주,경기 남양주,22
