범죄대분류,범죄중분류,시도,세부지역,지역원본,발생건수
강력범죄,기타강간강제추행등,대구,,대구,11
강력범죄,방화,대구,,대구,52
절도범죄,절도범죄,대구,,대구,8675
폭력범죄,상해,대구,,대구,1971
폭력범죄,폭행,대구,,대구,6060
폭력범죄,체포감금,대구,,대구,50
폭력범죄,협박,대구,,대구,925
폭력범죄,약취유인,대구,,대구,2
폭력범죄,폭력행위등,대구,,대구,285
폭력범죄,공갈,대구,,대구,181
폭력범죄,손괴,대구,,대구,2804
지능범죄,직무유기,대구,,대구,39
지능범죄,직권남용,대구,,대구,16
지능범죄,증수뢰,대구,,대구,5
지능범죄,통화,대구,,대구,18
지능범죄,문서인장,대구,,대구,455
지능범죄,유가증권인지,대구,,대구,4
지능범죄,사기,대구,,대구,16730
지능범죄,횡령,대구,,대구,2443
지능범죄,배임,대구,,대구,102
풍속범죄,성풍속범죄,대구,,대구,524
풍속범죄,도박범죄,대구,,대구,394
특별경제범죄,특별경제범죄,대구,,대구,1869
마약범죄,마약범죄,대구,,대구,285
보건범죄,보건범죄,대구,,대구,315
환경범죄,환경범죄,대구,,대구,11
교통범죄,교통범죄,대구,,대구,19005
노동범죄,노동범죄,대구,,대구,12
안보범죄,안보범죄,대구,,대구,7
선거범죄,선거범죄,대구,,대구,18
병역범죄,병역범죄,대구,,대구,174
기타범죄,기타범죄,대구,,대구,7875
강력범죄,살인기수,인천,,인천,12
강력범죄,살인미수등,인천,,인천,25
강력범죄,강도,인천,,인천,45
강력범죄,강간,인천,,인천,338
강력범죄,유사강간,인천,,인천,45
강력범죄,강제추행,인천,,인천,979
강력범죄,기타강간강제추행등,인천,,인천,14
강력범죄,방화,인천,,인천,66
절도범죄,절도범죄,인천,,인천,8991
폭력범죄,상해,인천,,인천,1594
폭력범죄,폭행,인천,,인천,10460
폭력범죄,체포감금,인천,,인천,105
폭력범죄,협박,인천,,인천,1318
폭력범죄,약취유인,인천,,인천,13
폭력범죄,폭력행위등,인천,,인천,509
폭력범죄,공갈,인천,,인천,426
폭력범죄,손괴,인천,,인천,3373
지능범죄,직무유기,인천,,인천,32
지능범죄,직권남용,인천,,인천,26
지능범죄,증수뢰,인천,,인천,9
지능범죄,통화,인천,,인천,52
지능범죄,문서인장,인천,,인천,613
지능범죄,유가증권인지,인천,,인천,4
지능범죄,사기,인천,,인천,19258
지능범죄,횡령,인천,,인천,4245
지능범죄,배임,인천,,인천,168
풍속범죄,성풍속범죄,인천,,인천,930
풍속범죄,도박범죄,인천,,인천,362
특별경제범죄,특별경제범죄,인천,,인천,2990
마약범죄,마약범죄,인천,,인천,759
보건범죄,보건범죄,인천,,인천,733
환경범죄,환경범죄,인천,,인천,149
교통범죄,교통범죄,인천,,인천,16771
노동범죄,노동범죄,인천,,인천,9
안보범죄,안보범죄,인천,,인천,13
선거범죄,선거범죄,인천,,인천,29
병역범죄,병역범죄,인천,,인천,288
기타범죄,기타범죄,인천,,인천,15504
강력범죄,살인기수,광주,,광주,7
강력범죄,살인미수등,광주,,광주,3
강력범죄,강도,광주,,광주,24
강력범죄,강간,광주,,광주,158
강력범죄,유사강간,광주,,광주,19
강력범죄,강제추행,광주,,광주,390
강력범죄,기타강간강제추행등,광주,,광주,12
강력범죄,방화,광주,,광주,16
절도범죄,절도범죄,광주,,광주,4939
폭력범죄,상해,광주,,광주,822
폭력범죄,폭행,광주,,광주,4252
폭력범죄,체포감금,광주,,광주,30
폭력범죄,협박,광주,,광주,484
폭력범죄,약취유인,광주,,광주,4
폭력범죄,폭력행위등,광주,,광주,243
폭력범죄,공갈,광주,,광주,90
폭력범죄,손괴,광주,,광주,1435
지능범죄,직무유기,광주,,광주,17
지능범죄,직권남용,광주,,광주,14
지능범죄,증수뢰,광주,,광주,7
지능범죄,통화,광주,,광주,19
지능범죄,문서인장,광주,,광주,363
지능범죄,유가증권인지,광주,,광주,2
지능범죄,사기,광주,,광주,8613
지능범죄,횡령,광주,,광주,1636
지능범죄,배임,광주,,광주,106
풍속범죄,성풍속범죄,광주,,광주,355
풍속범죄,도박범죄,광주,,광주,150
특별경제범죄,특별경제범죄,광주,,광주,1161
마약범죄,마약범죄,광주,,광주,126
보건범죄,보건범죄,광주,,광주,348
환경범죄,환경범죄,광주,,광주,5
교통범죄,교통범죄,광주,,광주,12432
노동범죄,노동범죄,광주,,광주,8
안보범죄,안보범죄,광주,,광주,2
선거범죄,선거범죄,광주,,광주,30
병역범죄,병역범죄,광주,,광주,87
기타범죄,기타범죄,광주,,광주,4770
강력범죄,살인기수,대전,,대전,9
강력범죄,살인미수등,대전,,대전,9
강력범죄,강도,대전,,대전,14
강력범죄,강간,대전,,대전,180
강력범죄,유사강간,대전,,대전,25
강력범죄,강제추행,대전,,대전,449
강력범죄,기타강간강제추행등,대전,,대전,8
강력범죄,방화,대전,,대전,38
절도범죄,절도범죄,대전,,대전,5259
폭력범죄,상해,대전,,대전,867
폭력범죄,폭행,대전,,대전,4659
폭력범죄,체포감금,대전,,대전,32
폭력범죄,협박,대전,,대전,707
폭력범죄,약취유인,대전,,대전,5
폭력범죄,폭력행위등,대전,,대전,209
폭력범죄,공갈,대전,,대전,161
폭력범죄,손괴,대전,,대전,1632
지능범죄,직무유기,대전,,대전,12
지능범죄,직권남용,대전,,대전,22
지능범죄,증수뢰,대전,,대전,9
지능범죄,통화,대전,,대전,21
지능범죄,문서인장,대전,,대전,345
지능범죄,유가증권인지,대전,,대전,1
지능범죄,사기,대전,,대전,10368
지능범죄,횡령,대전,,대전,1285
지능범죄,배임,대전,,대전,94
풍속범죄,성풍속범죄,대전,,대전,421
풍속범죄,도박범죄,대전,,대전,172
특별경제범죄,특별경제범죄,대전,,대전,1216
마약범죄,마약범죄,대전,,대전,113
보건범죄,보건범죄,대전,,대전,280
환경범죄,환경범죄,대전,,대전,13
교통범죄,교통범죄,대전,,대전,10583
노동범죄,노동범죄,대전,,대전,11
안보범죄,안보범죄,대전,,대전,1
선거범죄,선거범죄,대전,,대전,9
병역범죄,병역범죄,대전,,대전,102
기타범죄,기타범죄,대전,,대전,5085
강력범죄,살인기수,울산,,울산,6
강력범죄,살인미수등,울산,,울산,6
강력범죄,강도,울산,,울산,14
강력범죄,강간,울산,,울산,103
강력범죄,유사강간,울산,,울산,18
강력범죄,강제추행,울산,,울산,320
강력범죄,기타강간강제추행등,울산,,울산,4
강력범죄,방화,울산,,울산,31
절도범죄,절도범죄,울산,,울산,3116
폭력범죄,상해,울산,,울산,944
폭력범죄,폭행,울산,,울산,2748
폭력범죄,체포감금,울산,,울산,37
폭력범죄,협박,울산,,울산,365
폭력범죄,약취유인,울산,,울산,5
폭력범죄,폭력행위등,울산,,울산,189
폭력범죄,공갈,울산,,울산,80
폭력범죄,손괴,울산,,울산,1155
지능범죄,직무유기,울산,,울산,12
지능범죄,직권남용,울산,,울산,8
지능범죄,증수뢰,울산,,울산,3
지능범죄,통화,울산,,울산,4
지능범죄,문서인장,울산,,울산,209
지능범죄,유가증권인지,울산,,울산,0
지능범죄,사기,울산,,울산,7492
지능범죄,횡령,울산,,울산,748
지능범죄,배임,울산,,울산,85
풍속범죄,성풍속범죄,울산,,울산,233
풍속범죄,도박범죄,울산,,울산,351
특별경제범죄,특별경제범죄,울산,,울산,904
마약범죄,마약범죄,울산,,울산,73
보건범죄,보건범죄,울산,,울산,133
환경범죄,환경범죄,울산,,울산,57
교통범죄,교통범죄,울산,,울산,8020
노동범죄,노동범죄,울산,,울산,11
안보범죄,안보범죄,울산,,울산,0
선거범죄,선거범죄,울산,,울산,10
병역범죄,병역범죄,울산,,울산,52
기타범죄,기타범죄,울산,,울산,4288
강력범죄,살인기수,세종,,세종,4
강력범죄,살인미수등,세종,,세종,4
강력범죄,강도,세종,,세종,2
강력범죄,강간,세종,,세종,27
강력범죄,유사강간,세종,,세종,2
강력범죄,강제추행,세종,,세종,48
강력범죄,기타강간강제추행등,세종,,세종,2
강력범죄,방화,세종,,세종,2
절도범죄,절도범죄,세종,,세종,876
폭력범죄,상해,세종,,세종,139
폭력범죄,폭행,세종,,세종,345
폭력범죄,체포감금,세종,,세종,3
폭력범죄,협박,세종,,세종,92
폭력범죄,약취유인,세종,,세종,1
폭력범죄,폭력행위등,세종,,세종,28
폭력범죄,공갈,세종,,세종,24
폭력범죄,손괴,세종,,세종,241
지능범죄,직무유기,세종,,세종,6
지능범죄,직권남용,세종,,세종,11
지능범죄,증수뢰,세종,,세종,4
지능범죄,통화,세종,,세종,3
지능범죄,문서인장,세종,,세종,68
지능범죄,유가증권인지,세종,,세종,0
지능범죄,사기,세종,,세종,1540
지능범죄,횡령,세종,,세종,200
지능범죄,배임,세종,,세종,30
풍속범죄,성풍속범죄,세종,,세종,41
풍속범죄,도박범죄,세종,,세종,13
특별경제범죄,특별경제범죄,세종,,세종,178
마약범죄,마약범죄,세종,,세종,34
보건범죄,보건범죄,세종,,세종,58
환경범죄,환경범죄,세종,,세종,3
교통범죄,교통범죄,세종,,세종,1337
노동범죄,노동범죄,세종,,세종,1
안보범죄,안보범죄,세종,,세종,0
선거범죄,선거범죄,세종,,세종,0
병역범죄,병역범죄,세종,,세종,17
기타범죄,기타범죄,세종,,세종,867
강력범죄,살인기수,경기도,고양,경기 고양,4
강력범죄,살인미수등,경기도,고양,경기 고양,2
강력범죄,강도,경기도,고양,경기 고양,10
강력범죄,강간,경기도,고양,경기 고양,81
강력범죄,유사강간,경기도,고양,경기 고양,12
강력범죄,강제추행,경기도,고양,경기 고양,205
강력범죄,기타강간강제추행등,경기도,고양,경기 고양,3
강력범죄,방화,경기도,고양,경기 고양,24
절도범죄,절도범죄,경기도,고양,경기 고양,2174
폭력범죄,상해,경기도,고양,경기 고양,337
폭력범죄,폭행,경기도,고양,경기 고양,2432
폭력범죄,체포감금,경기도,고양,경기 고양,23
폭력범죄,협박,경기도,고양,경기 고양,415
폭력범죄,약취유인,경기도,고양,경기 고양,12
폭력범죄,폭력행위등,경기도,고양,경기 고양,111
폭력범죄,공갈,경기도,고양,경기 고양,89
폭력범죄,손괴,경기도,고양,경기 고양,895
지능범죄,직무유기,경기도,고양,경기 고양,10
지능범죄,직권남용,경기도,고양,경기 고양,6
지능범죄,증수뢰,경기도,고양,경기 고양,3
지능범죄,통화,경기도,고양,경기 고양,9
지능범죄,문서인장,경기도,고양,경기 고양,234
지능범죄,유가증권인지,경기도,고양,경기 고양,5
지능범죄,사기,경기도,고양,경기 고양,5990
지능범죄,횡령,경기도,고양,경기 고양,1758
지능범죄,배임,경기도,고양,경기 고양,78
풍속범죄,성풍속범죄,경기도,고양,경기 고양,314
풍속범죄,도박범죄,경기도,고양,경기 고양,120
특별경제범죄,특별경제범죄,경기도,고양,경기 고양,955
마약범죄,마약범죄,경기도,고양,경기 고양,100
보건범죄,보건범죄,경기도,고양,경기 고양,305
환경범죄,환경범죄,경기도,고양,경기 고양,54
교통범죄,교통범죄,경기도,고양,경기 고양,6159
노동범죄,노동범죄,경기도,고양,경기 고양,6
안보범죄,안보범죄,경기도,고양,경기 고양,0
선거범죄,선거범죄,경기도,고양,경기 고양,9
병역범죄,병역범죄,경기도,고양,경기 고양,81
기타범죄,기타범죄,경기도,고양,경기 고양,4018
강력범죄,살인기수,경기도,과천,경기 과천,0
강력범죄,살인미수등,경기도,과천,경기 과천,0
강력범죄,강도,경기도,과천,경기 과천,0
강력범죄,강간,경기도,과천,경기 과천,4
강력범죄,유사강간,경기도,과천,경기 과천,0
강력범죄,강제추행,경기도,과천,경기 과천,14
강력범죄,기타강간강제추행등,경기도,과천,경기 과천,0
강력범죄,방화,경기도,과천,경기 과천,1
절도범죄,절도범죄,경기도,과천,경기 과천,127
폭력범죄,상해,경기도,과천,경기 과천,15
폭력범죄,폭행,경기도,과천,경기 과천,75
폭력범죄,체포감금,경기도,과천,경기 과천,2
폭력범죄,협박,경기도,과천,경기 과천,13
폭력범죄,약취유인,경기도,과천,경기 과천,0
폭력범죄,폭력행위등,경기도,과천,경기 과천,3
폭력범죄,공갈,경기도,과천,경기 과천,2
폭력범죄,손괴,경기도,과천,경기 과천,38
지능범죄,직무유기,경기도,과천,경기 과천,4
지능범죄,직권남용,경기도,과천,경기 과천,2
지능범죄,증수뢰,경기도,과천,경기 과천,1
지능범죄,통화,경기도,과천,경기 과천,2
지능범죄,문서인장,경기도,과천,경기 과천,11
지능범죄,유가증권인지,경기도,과천,경기 과천,0
지능범죄,사기,경기도,과천,경기 과천,224
지능범죄,횡령,경기도,과천,경기 과천,60
지능범죄,배임,경기도,과천,경기 과천,4
풍속범죄,성풍속범죄,경기도,과천,경기 과천,15
풍속범죄,도박범죄,경기도,과천,경기 과천,2
특별경제범죄,특별경제범죄,경기도,과천,경기 과천,29
마약범죄,마약범죄,경기도,과천,경기 과천,4
보건범죄,보건범죄,경기도,과천,경기 과천,7
환경범죄,환경범죄,경기도,과천,경기 과천,4
교통범죄,교통범죄,경기도,과천,경기 과천,359
노동범죄,노동범죄,경기도,과천,경기 과천,0
안보범죄,안보범죄,경기도,과천,경기 과천,0
선거범죄,선거범죄,경기도,과천,경기 과천,2
병역범죄,병역범죄,경기도,과천,경기 과천,2
기타범죄,기타범죄,경기도,과천,경기 과천,195
강력범죄,살인기수,경기도,광명,경기 광명,1
강력범죄,살인미수등,경기도,광명,경기 광명,2
강력범죄,강도,경기도,광명,경기 광명,4
강력범죄,강간,경기도,광명,경기 광명,21
강력범죄,유사강간,경기도,광명,경기 광명,5
강력범죄,강제추행,경기도,광명,경기 광명,82
강력범죄,기타강간강제추행등,경기도,광명,경기 광명,0
강력범죄,방화,경기도,광명,경기 광명,4
절도범죄,절도범죄,경기도,광명,경기 광명,1093
폭력범죄,상해,경기도,광명,경기 광명,169
폭력범죄,폭행,경기도,광명,경기 광명,915
폭력범죄,체포감금,경기도,광명,경기 광명,5
폭력범죄,협박,경기도,광명,경기 광명,144
폭력범죄,약취유인,경기도,광명,경기 광명,0
폭력범죄,폭력행위등,경기도,광명,경기 광명,47
폭력범죄,공갈,경기도,광명,경기 광명,18
폭력범죄,손괴,경기도,광명,경기 광명,352
지능범죄,직무유기,경기도,광명,경기 광명,0
지능범죄,직권남용,경기도,광명,경기 광명,2
지능범죄,증수뢰,경기도,광명,경기 광명,0
지능범죄,통화,경기도,광명,경기 광명,0
지능범죄,문서인장,경기도,광명,경기 광명,36
지능범죄,유가증권인지,경기도,광명,경기 광명,1
지능범죄,사기,경기도,광명,경기 광명,1540
지능범죄,횡령,경기도,광명,경기 광명,393
지능범죄,배임,경기도,광명,경기 광명,17
풍속범죄,성풍속범죄,경기도,광명,경기 광명,88
풍속범죄,도박범죄,경기도,광명,경기 광명,21
특별경제범죄,특별경제범죄,경기도,광명,경기 광명,220
마약범죄,마약범죄,경기도,광명,경기 광명,29
보건범죄,보건범죄,경기도,광명,경기 광명,68
환경범죄,환경범죄,경기도,광명,경기 광명,3
교통범죄,교통범죄,경기도,광명,경기 광명,1717
노동범죄,노동범죄,경기도,광명,경기 광명,4
안보범죄,안보범죄,경기도,광명,경기 광명,0
선거범죄,선거범죄,경기도,광명,경기 광명,8
병역범죄,병역범죄,경기도,광명,경기 광명,9
기타범죄,기타범죄,경기도,광명,경기 광명,1062
강력범죄,살인기수,경기도,광주,경기 광주,3
강력범죄,살인미수등,경기도,광주,경기 광주,1
강력범죄,강도,경기도,광주,경기 광주,0
강력범죄,강간,경기도,광주,경기 광주,23
강력범죄,유사강간,경기도,광주,경기 광주,7
강력범죄,강제추행,경기도,광주,경기 광주,46
강력범죄,기타강간강제추행등,경기도,광주,경기 광주,1
강력범죄,방화,경기도,광주,경기 광주,6
절도범죄,절도범죄,경기도,광주,경기 광주,808
폭력범죄,상해,경기도,광주,경기 광주,146
폭력범죄,폭행,경기도,광주,경기 광주,1051
폭력범죄,체포감금,경기도,광주,경기 광주,11
폭력범죄,협박,경기도,광주,경기 광주,192
폭력범죄,약취유인,경기도,광주,경기 광주,0
폭력범죄,폭력행위등,경기도,광주,경기 광주,24
폭력범죄,공갈,경기도,광주,경기 광주,26
폭력범죄,손괴,경기도,광주,경기 광주,435
지능범죄,직무유기,경기도,광주,경기 광주,4
지능범죄,직권남용,경기도,광주,경기 광주,5
지능범죄,증수뢰,경기도,광주,경기 광주,0
지능범죄,통화,경기도,광주,경기 광주,5
지능범죄,문서인장,경기도,광주,경기 광주,91
지능범죄,유가증권인지,경기도,광주,경기 광주,0
지능범죄,사기,경기도,광주,경기 광주,2243
지능범죄,횡령,경기도,광주,경기 광주,365
지능범죄,배임,경기도,광주,경기 광주,37
풍속범죄,성풍속범죄,경기도,광주,경기 광주,70
풍속범죄,도박범죄,경기도,광주,경기 광주,54
특별경제범죄,특별경제범죄,경기도,광주,경기 광주,334
마약범죄,마약범죄,경기도,광주,경기 광주,42
보건범죄,보건범죄,경기도,광주,경기 광주,120
환경범죄,환경범죄,경기도,광주,경기 광주,37
교통범죄,교통범죄,경기도,광주,경기 광주,3035
노동범죄,노동범죄,경기도,광주,경기 광주,4
안보범죄,안보범죄,경기도,광주,경기 광주,0
선거범죄,선거범죄,경기도,광주,경기 광주,2
병역범죄,병역범죄,경기도,광주,경기 광주,26
기타범죄,기타범죄,경기도,광주,경기 광주,1606
강력범죄,살인기수,경기도,구리,경기 구리,0
강력범죄,살인미수등,경기도,구리,경기 구리,1
강력범죄,강도,경기도,구리,경기 구리,2
강력범죄,강간,경기도,구리,경기 구리,17
강력범죄,유사강간,경기도,구리,경기 구리,3
강력범죄,강제추행,경기도,구리,경기 구리,61
강력범죄,기타강간강제추행등,경기도,구리,경기 구리,1
강력범죄,방화,경기도,구리,경기 구리,2
절도범죄,절도범죄,경기도,구리,경기 구리,618
폭력범죄,상해,경기도,구리,경기 구리,111
폭력범죄,폭행,경기도,구리,경기 구리,638
폭력범죄,체포감금,경기도,구리,경기 구리,3
폭력범죄,협박,경기도,구리,경기 구리,69
폭력범죄,약취유인,경기도,구리,경기 구리,2
폭력범죄,폭력행위등,경기도,구리,경기 구리,19
폭력범죄,공갈,경기도,구리,경기 구리,8
폭력범죄,손괴,경기도,구리,경기 구리,225
지능범죄,직무유기,경기도,구리,경기 구리,7
지능범죄,직권남용,경기도,구리,경기 구리,5
지능범죄,증수뢰,경기도,구리,경기 구리,0
지능범죄,통화,경기도,구리,경기 구리,6
지능범죄,문서인장,경기도,구리,경기 구리,27
지능범죄,유가증권인지,경기도,구리,경기 구리,0
지능범죄,사기,경기도,구리,경기 구리,1075
지능범죄,횡령,경기도,구리,경기 구리,276
지능범죄,배임,경기도,구리,경기 구리,14
풍속범죄,성풍속범죄,경기도,구리,경기 구리,54
풍속범죄,도박범죄,경기도,구리,경기 구리,19
특별경제범죄,특별경제범죄,경기도,구리,경기 구리,188
마약범죄,마약범죄,경기도,구리,경기 구리,20
보건범죄,보건범죄,경기도,구리,경기 구리,83
환경범죄,환경범죄,경기도,구리,경기 구리,5
교통범죄,교통범죄,경기도,구리,경기 구리,1495
노동범죄,노동범죄,경기도,구리,경기 구리,0
안보범죄,안보범죄,경기도,구리,경기 구리,0
선거범죄,선거범죄,경기도,구리,경기 구리,3
병역범죄,병역범죄,경기도,구리,경기 구리,12
기타범죄,기타범죄,경기도,구리,경기 구리,663
강력범죄,살인기수,경기도,군포,경기 군포,3
강력범죄,살인미수등,경기도,군포,경기 군포,0
강력범죄,강도,경기도,군포,경기 군포,3
강력범죄,강간,경기도,군포,경기 군포,23
강력범죄,유사강간,경기도,군포,경기 군포,7
강력범죄,강제추행,경기도,군포,경기 군포,59
강력범죄,기타강간강제추행등,경기도,군포,경기 군포,0
강력범죄,방화,경기도,군포,경기 군포,4
절도범죄,절도범죄,경기도,군포,경기 군포,713
폭력범죄,상해,경기도,군포,경기 군포,86
폭력범죄,폭행,경기도,군포,경기 군포,571
폭력범죄,체포감금,경기도,군포,경기 군포,1
폭력범죄,협박,경기도,군포,경기 군포,85
폭력범죄,약취유인,경기도,군포,경기 군포,1
폭력범죄,폭력행위등,경기도,군포,경기 군포,27
폭력범죄,공갈,경기도,군포,경기 군포,15
폭력범죄,손괴,경기도,군포,경기 군포,214
지능범죄,직무유기,경기도,군포,경기 군포,0
지능범죄,직권남용,경기도,군포,경기 군포,1
지능범죄,증수뢰,경기도,군포,경기 군포,0
지능범죄,통화,경기도,군포,경기 군포,4
지능범죄,문서인장,경기도,군포,경기 군포,26
지능범죄,유가증권인지,경기도,군포,경기 군포,0
지능범죄,사기,경기도,군포,경기 군포,1154
지능범죄,횡령,경기도,군포,경기 군포,240
지능범죄,배임,경기도,군포,경기 군포,16
풍속범죄,성풍속범죄,경기도,군포,경기 군포,72
풍속범죄,도박범죄,경기도,군포,경기 군포,9
특별경제범죄,특별경제범죄,경기도,군포,경기 군포,221
마약범죄,마약범죄,경기도,군포,경기 군포,13
보건범죄,보건범죄,경기도,군포,경기 군포,38
환경범죄,환경범죄,경기도,군포,경기 군포,2
교통범죄,교통범죄,경기도,군포,경기 군포,1075
노동범죄,노동범죄,경기도,군포,경기 군포,1
안보범죄,안보범죄,경기도,군포,경기 군포,0
선거범죄,선거범죄,경기도,군포,경기 군포,3
병역범죄,병역범죄,경기도,군포,경기 군포,11
기타범죄,기타범죄,경기도,군포,경기 군포,582
강력범죄,살인기수,경기도,김포,경기 김포,2
강력범죄,살인미수등,경기도,김포,경기 김포,0
강력범죄,강도,경기도,김포,경기 김포,7
강력범죄,강간,경기도,김포,경기 김포,33
강력범죄,유사강간,경기도,김포,경기 김포,3
강력범죄,강제추행,경기도,김포,경기 김포,88
강력범죄,기타강간강제추행등,경기도,김포,경기 김포,0
강력범죄,방화,경기도,김포,경기 김포,10
절도범죄,절도범죄,경기도,김포,경기 김포,1186
폭력범죄,상해,경기도,김포,경기 김포,203
폭력범죄,폭행,경기도,김포,경기 김포,969
폭력범죄,체포감금,경기도,김포,경기 김포,7
폭력범죄,협박,경기도,김포,경기 김포,164
폭력범죄,약취유인,경기도,김포,경기 김포,0
폭력범죄,폭력행위등,경기도,김포,경기 김포,49
폭력범죄,공갈,경기도,김포,경기 김포,40
폭력범죄,손괴,경기도,김포,경기 김포,428
지능범죄,직무유기,경기도,김포,경기 김포,4
지능범죄,직권남용,경기도,김포,경기 김포,2
지능범죄,증수뢰,경기도,김포,경기 김포,2
지능범죄,통화,경기도,김포,경기 김포,3
지능범죄,문서인장,경기도,김포,경기 김포,63
지능범죄,유가증권인지,경기도,김포,경기 김포,0
지능범죄,사기,경기도,김포,경기 김포,2862
지능범죄,횡령,경기도,김포,경기 김포,522
지능범죄,배임,경기도,김포,경기 김포,41
풍속범죄,성풍속범죄,경기도,김포,경기 김포,79
풍속범죄,도박범죄,경기도,김포,경기 김포,21
특별경제범죄,특별경제범죄,경기도,김포,경기 김포,477
마약범죄,마약범죄,경기도,김포,경기 김포,43
보건범죄,보건범죄,경기도,김포,경기 김포,102
환경범죄,환경범죄,경기도,김포,경기 김포,7
교통범죄,교통범죄,경기도,김포,경기 김포,3207
노동범죄,노동범죄,경기도,김포,경기 김포,0
안보범죄,안보범죄,경기도,김포,경기 김포,2
선거범죄,선거범죄,경기도,김포,경기 김포,4
병역범죄,병역범죄,경기도,김포,경기 김포,43
기타범죄,기타범죄,경기도,김포,경기 김포,1715
강력범죄,살인기수,경기도,남양주,경기 남양주,1
강력범죄,살인미수등,경기도,남양주,경기 남양주,4
강력범죄,강도,경기도,남양주,경기 남양주,8
강력범죄,강간,경기도,남양주,경기 남양주,40
강력범죄,유사강간,경기도,남양주,경기 남양주,6
강력범죄,강제추행,경기도,남양주,경기 남양주,124
강력범죄,기타강간강제추행등,경기도,남양주,경기 남양주,2
강력범죄,방화,경기도,남양주,경기 남양주,17
절도범죄,절도범죄,경기도,남양주,경기 남양주,1353
폭력범죄,상해,경기도,남양주,경기 남양주,291
폭력범죄,폭행,경기도,남양주,경기 남양주,1157
폭력범죄,체포감금,경기도,남양주,경기 남양주,17
폭력범죄,협박,경기도,남양주,경기 남양주,232
폭력범죄,약취유인,경기도,남양주,경기 남양주,2
폭력범죄,폭력행위등,경기도,남양주,경기 남양주,75
폭력범죄,공갈,경기도,남양주,경기 남양주,56
폭력범죄,손괴,경기도,남양주,경기 남양주,684
지능범죄,직무유기,경기도,남양주,경기 남양주,3
지능범죄,직권남용,경기도,남양주,경기 남양주,8
